Date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,Jagung Tk Peternak,Beras Medium,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Rawit Merah,Daging Sapi Murni,Daging Ayam Ras,Telur Ayam Ras,Gula Konsumsi,Minyak Goreng Kemasan Sederhana,Tepung Terigu (Curah),Minyak Goreng Curah,,Ikan Kembung,Ikan Tongkol,Ikan Bandeng,Garam Halus Beryodium,Tepung Terigu Kemasan (non-curah)
18/02/2024,"23,5","32,1","25,9",89,"14,4","3,8",13,190,2,C,8.570,13.990,13.330,33.470,38.540,60.580,59.220,133.920,36.260,28.840,17.550,17.500,10.610,15.260,,37.910,32.510,32.970,11.670,13.450
19/02/2024,"23,6",32,"27,1",86,"3,7","5,3",8,360,2,C,8.670,14.080,13.350,33.570,38.650,62.510,61.350,134.010,36.380,29.080,17.550,17.470,10.590,15.290,,38.120,32.830,33.930,11.650,13.480
20/02/2024,"23,6",,"27,3",84,8888,"4,7",5,40,1,C,8.740,14.120,13.390,33.810,38.780,63.380,62.510,134.160,36.490,29.200,17.580,17.500,10.640,15.360,,37.870,33.130,34.170,11.700,13.460
21/02/2024,24,32,"26,9",87,64,8,10,240,1,C,8.670,14.140,13.350,34.000,38.670,64.350,64.030,134.220,36.560,29.260,17.550,17.510,10.590,15.370,,37.630,32.820,33.840,11.660,13.470
22/02/2024,24,"33,4","28,2",82,"0,6","5,1",5,20,1,C,8.760,14.230,13.340,34.030,38.840,66.100,64.730,134.130,36.660,29.310,17.590,17.520,10.620,15.390,,37.680,32.490,34.150,11.690,13.480
23/02/2024,"23,8","33,6","28,5",78,,"8,1",4,300,1,C,8.750,14.210,13.280,34.070,38.810,67.010,64.870,134.240,36.620,29.540,17.560,17.510,10.610,15.380,,37.510,32.370,33.960,11.710,13.470
24/02/2024,"24,8","34,2","27,8",83,,8,6,340,2,C,8.770,14.220,13.250,34.050,38.710,67.480,64.650,133.920,36.620,29.520,17.590,17.450,10.560,15.390,,37.270,32.170,32.410,11.620,13.420
25/02/2024,"23,6","30,6","26,9",86,"4,8","5,8",4,280,1,C,8.710,14.250,13.320,34.210,38.780,67.820,64.040,134.430,36.770,29.650,17.580,17.530,10.620,15.470,,36.700,32.270,33.660,11.640,13.430
26/02/2024,"24,4","30,1","26,9",85,8888,"0,4",6,270,1,C,8.740,14.300,13.300,34.330,39.000,68.570,63.840,134.140,36.840,29.900,17.640,17.580,10.640,15.490,,37.180,32.640,34.030,11.570,13.470
27/02/2024,"24,1","32,2","26,9",83,,"2,3",10,360,3,C,8.710,14.330,13.290,34.370,38.860,67.940,63.630,134.110,36.810,30.110,17.610,17.590,10.660,15.460,,37.170,32.340,34.230,11.560,13.510
28/02/2024,"24,2","28,9","26,2",89,"1,1","6,8",3,160,0,C,8.670,14.300,13.280,34.020,38.800,67.770,63.520,134.190,36.950,30.280,17.600,17.570,10.600,15.410,,37.580,32.390,33.830,11.550,13.440
29/02/2024,"24,2","28,6","24,8",93,5,0,3,230,1,C,8.660,14.330,13.280,34.080,39.090,66.520,63.260,134.490,37.010,30.540,17.650,17.550,10.630,15.430,,37.330,32.680,33.540,11.660,13.450
01/03/2024,23,32,"25,7",89,"3,7",1,4,280,1,C,8.660,14.320,13.250,34.040,39.060,65.680,61.770,134.290,37.110,30.590,17.670,17.620,10.600,15.490,,37.310,32.460,33.850,11.610,13.420
02/03/2024,"23,2",31,"25,6",94,25,"5,2",10,350,2,C,8.590,14.320,13.210,33.780,38.910,64.930,61.360,134.000,37.150,30.770,17.660,17.600,10.570,15.520,,36.860,32.330,33.670,11.580,13.430
03/03/2024,"23,8","31,3","25,5",91,57,"3,5",15,340,2,C,8.590,14.370,13.240,33.810,39.020,64.480,62.140,134.520,37.260,30.850,17.710,17.590,10.580,15.550,,37.640,32.350,33.900,11.590,13.460
04/03/2024,"22,6","31,9","26,7",86,"30,4","2,6",5,20,1,C,8.640,14.360,13.270,33.940,39.310,63.560,62.290,134.340,37.470,31.020,17.700,17.650,10.600,15.530,,37.170,32.560,33.900,11.680,13.490
05/03/2024,"23,6",32,"26,9",88,"0,7","4,3",7,340,2,C,8.560,14.330,13.260,33.930,39.360,62.620,62.140,134.380,37.550,31.250,17.710,17.640,10.580,15.580,,37.270,32.460,33.810,11.520,13.480
06/03/2024,"23,6","33,4","26,6",87,"0,8","3,4",18,160,1,C,8.490,14.340,13.240,33.870,39.270,62.580,62.110,134.380,37.720,31.280,17.730,17.670,10.580,15.620,,37.500,32.230,33.510,11.530,13.480
07/03/2024,"23,6","32,6","26,6",88,"40,2","5,4",11,150,2,C,8.500,14.320,13.310,34.010,39.450,62.510,62.050,134.660,38.030,31.350,17.790,17.700,10.600,15.590,,37.500,32.300,33.620,11.630,13.490
08/03/2024,24,"30,9","26,1",88,"65,2","6,3",10,240,4,SW,8.400,14.350,13.270,34.010,39.510,62.870,61.910,134.590,38.240,31.460,17.740,17.670,10.580,15.600,,37.410,32.120,33.380,11.500,13.460
09/03/2024,24,"27,1",25,91,"18,8","2,4",8,260,1,C,8.400,14.350,13.290,33.910,39.740,63.020,62.000,135.480,38.520,31.550,17.780,17.710,10.610,15.640,,37.190,31.990,33.490,11.670,13.490
10/03/2024,"23,4","31,4","26,9",88,4,"0,5",4,360,1,C,8.360,14.320,13.310,34.030,39.880,64.220,62.560,136.260,38.550,31.530,17.810,17.720,10.630,15.620,,37.420,32.030,33.300,11.610,13.530
11/03/2024,"24,6","29,2","26,4",90,2,"0,5",8,320,2,C,8.410,14.340,13.320,34.410,40.180,64.610,61.900,137.340,38.980,31.750,17.830,17.740,10.610,15.670,,37.420,32.510,34.070,11.600,13.510
12/03/2024,"23,9","30,2","26,4",86,"10,7","0,8",7,335,2,C,8.320,14.380,13.250,34.310,40.180,65.200,62.850,136.120,38.820,31.720,17.840,17.730,10.640,15.650,,37.390,32.520,33.880,11.650,13.530
13/03/2024,"24,2","30,4","26,2",91,"10,2","3,5",7,340,1,C,8.400,14.360,13.320,34.180,40.380,67.100,63.950,135.460,38.740,31.900,17.860,17.710,10.640,15.650,,37.840,32.980,34.100,11.610,13.490
14/03/2024,"24,6",28,25,92,"27,3","0,5",13,180,2,C,8.260,14.320,13.300,34.170,40.470,67.330,64.750,135.490,38.650,31.860,17.800,17.690,10.600,15.670,,37.650,32.750,34.270,11.490,13.460
15/03/2024,23,"30,8","24,8",90,"38,6",0,4,180,1,C,8.220,14.290,13.310,34.220,40.710,65.530,63.390,135.190,38.420,31.950,17.840,17.720,10.640,15.720,,37.660,31.930,33.870,11.580,13.470
16/03/2024,23,"29,6","25,2",89,"13,9","0,1",7,320,2,C,8.140,14.330,13.280,33.980,40.840,63.910,62.710,135.400,38.330,31.960,17.830,17.770,10.650,15.700,,37.830,32.680,34.160,11.630,13.530
17/03/2024,"23,1","28,4","24,9",91,"6,9","2,2",5,250,1,C,8.140,14.290,13.230,33.920,40.830,60.740,60.680,135.060,38.160,31.900,17.820,17.700,10.610,15.710,,37.830,32.440,33.590,11.590,13.450
18/03/2024,"22,3",,"26,7",82,9,1,10,260,2,C,8.240,14.260,13.280,34.380,41.430,56.920,57.240,134.620,38.250,31.980,17.900,17.820,10.690,15.780,,37.800,32.700,34.080,11.660,13.560
19/03/2024,"22,2",34,"27,2",71,,"5,6",8,280,2,C,8.220,14.280,13.260,34.120,41.240,54.170,55.530,135.420,38.210,31.970,17.870,17.790,10.660,15.740,,37.960,32.910,34.160,11.600,13.510
20/03/2024,"20,5","34,2","27,1",72,,"9,7",4,350,1,C,8.190,14.250,13.300,34.100,41.460,51.470,53.230,135.370,38.040,31.960,17.890,17.810,10.680,15.790,,37.510,32.720,34.360,11.660,13.500
21/03/2024,20,"33,9","27,8",78,,"10,1",10,340,3,C,8.090,14.260,13.260,33.910,41.450,49.470,51.680,135.260,38.020,32.050,17.860,17.840,10.620,15.820,,37.250,32.150,33.460,11.610,13.470
22/03/2024,"21,8","30,7","26,9",83,8888,"9,7",7,360,2,C,8.030,14.250,13.220,33.790,41.530,46.960,50.000,135.160,37.940,31.970,17.860,17.750,10.610,15.820,,37.260,32.370,33.520,11.620,13.450
23/03/2024,23,"33,4","28,4",79,0,"1,2",9,360,2,C,8.010,14.200,13.220,33.810,41.550,45.780,49.550,135.060,37.730,31.830,17.860,17.750,10.600,15.840,,37.210,32.230,33.190,11.570,13.460
24/03/2024,"24,6","34,2","27,4",84,"3,3","5,7",6,20,2,C,7.950,14.210,13.220,33.750,41.510,45.390,49.190,135.410,37.580,31.700,17.870,17.780,10.540,15.800,,37.410,32.120,33.460,11.630,13.440
25/03/2024,24,"33,4","26,4",88,134,"6,2",4,280,1,C,8.030,14.170,13.300,33.960,41.540,44.280,47.310,135.230,37.590,31.700,17.890,17.850,10.600,15.800,,37.440,32.270,33.660,11.610,13.460
26/03/2024,"23,6","33,6","26,6",86,"27,8","4,8",3,75,1,C,8.000,14.130,13.230,33.970,41.530,43.400,46.550,135.330,37.630,31.640,17.910,17.780,10.590,15.880,,37.080,32.260,33.790,11.560,13.470
27/03/2024,"24,1","31,3","25,5",90,"42,8","6,5",11,20,1,C,8.040,14.140,13.250,33.980,41.700,43.010,46.170,135.450,37.480,31.510,17.880,17.830,10.600,15.890,,37.040,31.900,33.560,11.640,13.500
28/03/2024,"22,9","33,6",27,82,"1,1",0,4,250,1,C,7.910,14.120,13.240,33.990,41.660,42.670,45.700,135.550,37.320,31.340,17.890,17.810,10.580,15.880,,36.970,31.700,33.400,11.570,13.450
29/03/2024,"23,6","34,5","26,3",86,"5,9","7,8",6,360,2,C,8.040,14.090,13.250,34.220,41.730,42.430,45.600,135.460,37.210,31.200,17.880,17.830,10.560,15.820,,37.030,32.110,33.190,11.640,13.430
30/03/2024,23,"33,4","26,9",89,"72,5","6,9",6,60,1,C,7.920,14.110,13.190,34.300,41.630,41.990,45.170,135.630,37.110,31.140,17.910,17.830,10.610,15.830,,37.210,32.080,33.400,11.680,13.470
31/03/2024,"23,2","33,1","26,9",88,"71,4","6,2",10,30,1,C,7.940,14.070,13.170,34.260,41.650,42.750,45.930,136.030,37.060,31.090,17.870,17.790,10.540,15.840,,36.870,31.860,33.280,11.650,13.480
01/04/2024,"24,4","33,6","26,5",87,39,"6,1",6,360,1,C,7.960,14.070,13.230,35.100,41.680,43.350,46.430,135.970,37.360,31.120,17.880,17.860,10.620,15.880,,37.110,32.070,33.410,11.620,13.470
02/04/2024,"22,9","33,7","27,5",87,"20,8","6,1",6,250,1,C,8.010,14.040,13.240,35.810,41.700,43.810,47.060,136.380,37.300,30.980,17.930,17.850,10.570,15.850,,37.230,32.130,33.540,11.640,13.460
03/04/2024,"24,8","33,4","26,5",90,"37,5","5,1",7,350,1,C,7.920,14.000,13.210,36.230,41.730,43.730,46.670,136.530,37.430,30.970,17.880,17.840,10.610,15.830,,37.030,31.630,33.740,11.620,13.470
04/04/2024,"24,2",33,"27,8",84,"7,1","2,8",2,350,0,C,7.930,13.990,13.220,37.240,42.090,44.160,47.060,136.640,37.690,30.820,17.910,17.850,10.580,15.840,,37.110,31.780,33.730,11.640,13.460
05/04/2024,"23,8","32,9","28,5",78,"1,3","6,4",6,360,1,C,7.940,13.960,13.190,38.080,41.900,44.640,47.360,137.050,37.880,30.850,17.890,17.840,10.540,15.850,,36.500,31.570,33.360,11.650,13.430
06/04/2024,"23,5","32,8",28,83,,"3,4",6,10,1,C,7.890,13.970,13.190,39.150,42.130,46.690,48.350,137.430,38.270,30.880,17.910,17.860,10.640,15.860,,37.020,31.500,33.870,11.570,13.470
07/04/2024,"23,6","34,6",28,77,,"5,3",15,260,2,C,7.750,13.940,13.150,40.700,42.330,51.020,51.330,139.190,38.420,30.720,17.900,17.790,10.570,15.870,,36.760,31.890,33.440,11.610,13.430
08/04/2024,"23,3","33,8","28,1",78,"70,5","9,5",5,290,1,C,7.860,13.960,13.240,42.460,42.840,55.530,55.440,141.270,39.300,30.990,17.970,17.910,10.620,15.940,,37.330,31.920,34.080,11.590,13.490
09/04/2024,"22,6","32,8","27,3",83,,"4,9",8,20,1,C,7.860,13.960,13.200,43.780,43.500,57.770,58.300,144.660,40.300,30.970,17.960,17.910,10.610,15.970,,37.450,32.820,33.560,11.620,13.500
10/04/2024,24,"33,2","27,5",82,0,"3,2",8,180,1,C,8.310,14.120,13.650,40.570,43.270,51.700,49.830,138.530,38.450,31.190,18.030,18.000,10.800,16.100,,36.290,32.810,33.450,11.970,13.230
11/04/2024,"23,4","33,3","27,8",83,"0,2","6,9",8,290,2,C,8.660,14.450,13.620,41.990,43.800,49.500,52.590,134.310,38.440,32.150,18.370,18.360,10.990,16.230,,30.180,33.080,27.670,12.530,13.300
12/04/2024,24,"31,8","25,7",92,"20,1","8,9",3,240,1,C,7.870,13.900,13.210,43.540,43.080,55.380,56.740,139.640,39.800,30.960,17.950,17.940,10.560,15.840,,37.790,32.750,33.000,11.610,13.450
13/04/2024,"23,3","33,5","27,4",83,"20,2","2,6",5,40,1,C,7.830,13.910,13.180,44.130,43.140,54.000,56.270,139.030,39.710,31.000,17.930,17.840,10.580,15.880,,37.970,32.820,34.050,11.600,13.490
14/04/2024,"24,5","33,2","26,7",88,"40,9","7,5",6,30,1,C,7.840,13.890,13.240,44.530,42.930,51.810,55.250,138.200,39.480,30.790,17.930,17.870,10.550,15.890,,37.150,32.210,34.020,11.640,13.450
15/04/2024,24,"32,8","28,1",83,"27,2","5,3",8,40,2,C,7.870,13.900,13.250,45.260,43.240,49.200,52.870,137.580,39.410,30.770,17.950,17.880,10.570,15.920,,37.270,33.030,34.170,11.600,13.490
16/04/2024,"23,9",33,"28,6",80,0,"6,5",3,45,1,C,7.910,13.870,13.250,47.000,43.220,45.220,50.280,136.910,39.350,30.680,17.970,17.940,10.590,15.890,,37.730,32.840,33.750,11.590,13.450
17/04/2024,25,"33,8","27,1",85,"0,8","8,7",4,330,1,C,7.840,13.810,13.240,48.530,43.380,43.960,49.530,137.070,39.340,30.660,18.000,17.900,10.570,15.880,,37.430,32.750,33.170,11.630,13.490
18/04/2024,"23,4","33,9","26,8",86,"42,1","6,2",6,290,1,C,7.840,13.770,13.230,49.600,43.500,42.600,48.020,136.580,39.110,30.640,18.040,17.920,10.560,15.910,,37.740,32.880,33.620,11.560,13.430
19/04/2024,"23,2","32,2","26,3",89,"52,5","7,1",11,275,2,C,7.860,13.750,13.270,50.780,43.540,41.990,48.000,136.450,38.870,30.520,18.060,17.910,10.580,15.920,,36.930,32.680,33.800,11.650,13.480
20/04/2024,"22,8",33,"27,9",81,"24,4","4,3",10,40,1,C,7.750,13.700,13.240,51.500,43.510,42.410,48.600,136.140,38.690,30.470,18.050,17.840,10.500,15.920,,37.800,32.530,33.720,11.640,13.430
21/04/2024,"23,5","31,2","26,4",91,0,"8,6",6,300,1,C,7.680,13.740,13.190,51.680,43.580,42.200,48.490,136.300,38.560,30.320,18.040,17.870,10.520,15.980,,37.340,31.880,33.600,11.480,13.410
22/04/2024,"23,5","33,4",28,82,1,1,7,30,1,C,7.750,13.720,13.300,52.310,43.740,43.030,48.790,136.110,38.500,30.430,18.140,17.930,10.550,15.930,,37.520,32.570,33.220,11.590,13.460
23/04/2024,"24,4",32,"26,6",89,"31,9","8,6",9,20,1,C,7.560,13.630,13.170,52.700,43.420,42.140,48.400,135.720,38.160,30.020,18.070,17.830,10.490,15.940,,37.180,32.450,32.860,11.560,13.400
24/04/2024,"23,8","33,4","27,2",88,73,"2,6",8,350,2,C,7.750,13.680,13.260,53.130,43.830,42.400,48.770,136.170,38.190,30.220,18.190,17.900,10.560,15.980,,37.200,32.310,32.770,11.590,13.450
25/04/2024,"23,8","31,2","26,4",89,31,"1,7",6,360,2,C,7.730,13.620,13.200,53.430,43.630,42.760,48.190,136.390,37.920,30.110,18.220,17.890,10.560,15.940,,37.250,32.340,33.720,11.600,13.450
26/04/2024,"23,9","32,6","27,1",87,"71,9","2,2",9,20,2,C,7.730,13.620,13.280,53.370,43.740,43.550,48.630,135.870,37.980,30.220,18.260,17.950,10.540,15.960,,37.380,32.350,33.600,11.620,13.460
27/04/2024,"23,9","32,5","27,2",85,"0,8","6,1",7,280,2,C,7.680,13.590,13.240,53.420,43.690,44.210,48.700,135.870,37.740,30.090,18.270,17.880,10.540,15.900,,37.290,32.260,33.550,11.650,13.460
28/04/2024,"24,2","32,7","27,5",86,0,"5,5",6,360,2,C,7.570,13.520,13.220,52.920,43.570,45.230,48.470,135.840,37.420,30.000,18.200,17.800,10.470,15.880,,37.500,31.870,33.160,11.420,13.330
29/04/2024,"24,8","33,4","28,8",82,4,"5,7",4,300,1,C,7.650,13.570,13.230,52.920,43.770,47.220,48.280,135.500,37.560,30.120,18.280,17.900,10.530,15.930,,37.580,32.100,33.630,11.590,13.440
30/04/2024,"24,6","33,2","27,9",84,"0,1","7,9",7,220,2,C,7.640,13.550,13.220,52.120,43.730,47.790,47.590,135.870,37.470,30.180,18.310,17.910,10.540,15.920,,37.400,32.060,33.440,11.550,13.450
01/05/2024,"24,3","30,4","27,4",90,"86,7","6,5",8,350,2,C,7.580,13.520,13.220,52.380,43.780,47.740,47.130,135.520,37.340,30.110,18.290,17.880,10.540,15.940,,37.020,31.830,33.340,11.620,13.430
02/05/2024,"24,5","32,7","27,3",88,"17,5",3,9,150,3,C,7.390,13.560,13.140,51.380,43.500,48.280,46.580,135.560,37.450,30.290,18.310,17.890,10.510,15.920,,36.630,31.230,33.060,11.590,13.430
03/05/2024,"24,2","33,9","27,3",86,"17,8","4,5",5,200,2,C,7.240,13.540,13.170,50.830,43.310,48.440,45.620,135.620,37.330,30.360,18.320,17.890,10.550,15.890,,37.050,31.930,33.310,11.580,13.400
04/05/2024,"22,9","33,2","26,4",87,"27,5","6,7",5,270,1,C,7.250,13.600,13.170,50.810,43.400,48.480,45.510,135.260,37.520,30.450,18.360,17.890,10.540,15.900,,37.010,31.870,33.210,11.550,13.440
05/05/2024,"22,8","33,2","27,7",79,"9,2","6,3",9,340,2,C,7.240,13.600,13.170,50.330,43.200,48.280,45.340,136.100,37.330,30.440,18.350,17.830,10.490,15.900,,37.060,31.910,33.080,11.540,13.410
06/05/2024,"22,9","33,8","27,5",79,,"8,7",8,40,2,C,7.410,13.570,13.140,50.060,43.430,47.930,43.780,135.650,37.630,30.620,18.380,17.940,10.550,15.910,,37.150,32.070,32.830,11.570,13.450
07/05/2024,23,"33,5","28,3",78,,"8,7",5,230,2,C,7.380,13.570,13.160,49.720,43.350,47.210,43.530,135.380,37.880,30.470,18.400,17.900,10.560,15.860,,36.880,31.710,33.360,11.600,13.460
08/05/2024,24,"33,3","27,5",81,,"9,1",6,280,2,C,5.780,13.600,11.980,49.230,43.240,46.780,43.140,135.770,37.930,30.460,18.380,17.920,10.470,15.910,,36.890,31.950,33.370,11.530,13.440
09/05/2024,"22,8","33,2","28,2",79,2,"7,5",9,20,2,C,6.110,13.600,12.160,49.190,43.190,46.180,42.490,135.910,37.940,30.550,18.400,17.910,10.450,15.830,,37.190,31.800,33.600,11.510,13.470
10/05/2024,23,"33,3","28,9",77,"0,1","7,5",6,20,2,C,5.870,13.570,12.100,48.760,43.100,45.850,42.530,135.390,37.880,30.500,18.400,17.880,10.410,15.830,,37.260,31.690,33.030,11.530,13.410
11/05/2024,"25,1","33,9","27,4",84,,"8,8",10,45,2,C,5.820,13.590,12.100,48.470,43.040,45.380,42.430,135.360,37.960,30.420,18.410,17.910,10.410,15.840,,36.410,31.790,33.600,11.650,13.430
12/05/2024,23,"33,5","28,6",78,"1,6","7,2",10,75,3,C,5.790,13.540,12.120,48.060,42.850,45.200,42.130,135.670,37.770,30.370,18.340,17.790,10.410,15.860,,36.830,31.130,33.070,11.440,13.370
13/05/2024,"24,8",34,"27,6",83,,"6,2",8,340,3,C,5.730,13.500,12.060,48.070,42.890,44.740,42.120,135.410,38.150,30.490,18.400,17.880,10.430,15.820,,36.890,31.570,33.440,11.430,13.420
14/05/2024,"24,6",33,"26,6",88,"31,5","6,2",4,20,1,C,5.750,13.520,12.060,47.750,43.060,45.310,42.450,135.650,38.210,30.590,18.410,17.890,10.420,15.820,,36.770,31.230,33.210,11.450,13.440
15/05/2024,24,34,"28,7",75,"0,9",1,10,80,3,C,5.710,13.510,12.090,47.580,42.980,45.170,43.050,135.550,38.130,30.540,18.380,17.870,10.400,15.860,,36.980,31.620,33.400,11.480,13.410
16/05/2024,"25,1","32,9","26,8",86,"0,8","7,7",7,270,2,C,5.680,13.480,12.090,47.520,42.900,45.600,43.430,135.340,38.070,30.500,18.370,17.830,10.410,15.790,,37.030,31.400,33.000,11.530,13.370
17/05/2024,23,33,"26,9",85,"109,3","6,4",7,270,2,C,5.670,13.460,12.030,47.800,42.960,45.620,43.900,135.590,38.060,30.490,18.410,17.860,10.400,15.850,,36.830,31.540,33.200,11.460,13.410
18/05/2024,"23,2",33,"27,2",83,"8,7","5,4",11,20,3,C,5.650,13.460,12.080,47.670,42.500,45.280,43.710,135.510,37.810,30.410,18.400,17.830,10.380,15.790,,36.690,31.150,32.960,11.500,13.360
19/05/2024,"23,5","32,6","26,8",88,"38,8","7,3",10,50,2,S,5.600,13.470,12.010,47.710,42.610,45.740,43.410,135.600,37.830,30.350,18.360,17.820,10.370,15.890,,36.580,31.310,33.400,11.500,13.370
20/05/2024,"23,9","32,8","27,4",83,"32,7","6,2",5,180,1,C,5.660,13.440,12.050,47.960,42.690,46.500,44.010,135.190,38.030,30.330,18.380,17.830,10.360,15.810,,36.860,31.220,32.800,11.460,13.380
21/05/2024,24,33,"27,9",83,,"4,2",5,320,1,C,5.670,13.490,12.070,48.000,42.860,46.860,44.380,135.700,38.130,30.590,18.390,17.890,10.380,15.830,,36.860,31.500,33.190,11.470,13.400
22/05/2024,24,"33,1","28,2",81,"2,2","6,2",8,320,2,C,5.680,13.450,12.060,47.780,42.830,46.640,44.010,135.490,38.080,30.450,18.370,17.900,10.360,15.810,,37.030,31.430,33.330,11.510,13.390
23/05/2024,25,"31,5",27,87,,4,8,300,2,C,5.640,13.420,12.060,47.540,42.560,46.740,43.790,135.260,38.030,30.410,18.320,17.820,10.350,15.780,,37.150,31.570,32.510,11.440,13.360
24/05/2024,"24,8","31,6","26,2",89,"0,3","3,9",11,360,3,C,5.630,13.440,12.070,47.410,42.770,46.650,44.170,135.370,38.130,30.300,18.360,17.850,10.380,15.840,,37.170,31.810,33.200,11.500,13.380
25/05/2024,24,"32,3","25,6",93,"146,6","2,6",3,55,1,C,5.660,13.450,12.030,47.490,42.730,46.610,43.890,135.620,37.970,30.240,18.370,17.830,10.330,15.760,,37.150,31.970,33.120,11.550,13.410